location_ID,latitude,longitude,elevation,timezone,time,pm10,pm2_5,us_aqi,dust,uv_index,ozone,carbon_monoxide,methane,carbon_dioxide,nitrogen_dioxide,sulphur_dioxide,aerosol_optical_depth
Louisville-KY,38.300003,-85.799995,144,America/New_York,2026-05-25T05:00,9.1,8.9,28,0,0,33,239,1399,478,10.4,1.2,0.19
Louisville-KY,38.300003,-85.799995,144,America/New_York,2026-05-25T06:00,8.3,8.1,28,0,0,32,225,1400,474,9.2,1.1,0.19
Louisville-KY,38.300003,-85.799995,144,America/New_York,2026-05-25T07:00,7.6,7.4,27,0,0.1,31,215,1402,469,7.8,1,0.18
Louisville-KY,38.300003,-85.799995,144,America/New_York,2026-05-25T08:00,7.1,6.9,26,0,0.55,35,204,1400,463,6.4,0.9,0.17
Louisville-KY,38.300003,-85.799995,144,America/New_York,2026-05-25T09:00,6.6,6.3,25,0,1.35,48,191,1393,455,5,0.9,0.16
Louisville-KY,38.300003,-85.799995,144,America/New_York,2026-05-25T10:00,5.8,5.4,25,1,2.8,65,177,1384,447,3.6,1,0.16
Louisville-KY,38.300003,-85.799995,144,America/New_York,2026-05-25T11:00,5,4.3,26,1,4.7,80,168,1378,441,2.5,1,0.14
Louisville-KY,38.300003,-85.799995,144,America/New_York,2026-05-25T12:00,5.4,4.5,26,1,6.35,90,165,1378,439,1.8,1,0.14
Louisville-KY,38.300003,-85.799995,144,America/New_York,2026-05-25T13:00,5.7,4.8,27,2,7.45,98,167,1382,438,1.4,1,0.13
Louisville-KY,38.300003,-85.799995,144,America/New_York,2026-05-25T14:00,5.9,5,28,2,7.55,104,168,1384,438,1.2,1,0.13
Louisville-KY,38.300003,-85.799995,144,America/New_York,2026-05-25T15:00,6,5.1,32,2,6.6,108,166,1383,437,1,1,0.13
Louisville-KY,38.300003,-85.799995,144,America/New_York,2026-05-25T16:00,5.9,5.2,36,1,5.05,110,163,1381,437,1,1,0.13
Louisville-KY,38.300003,-85.799995,144,America/New_York,2026-05-25T17:00,6.1,5.4,41,1,3.25,108,165,1380,436,1.3,1,0.13
Louisville-KY,38.300003,-85.799995,144,America/New_York,2026-05-25T18:00,6.3,5.7,44,1,1.7,100,174,1379,435,2.1,1,0.12
Louisville-KY,38.300003,-85.799995,144,America/New_York,2026-05-25T19:00,6.7,6.2,46,1,0.65,89,188,1379,433,3.3,1.1,0.13
Louisville-KY,38.300003,-85.799995,144,America/New_York,2026-05-25T20:00,7.3,6.9,47,1,0.15,79,202,1380,433,4.6,1.1,0.14
Louisville-KY,38.300003,-85.799995,144,America/New_York,2026-05-25T21:00,7.9,7.5,46,1,0,72,218,1383,436,6,1.2,0.15
Louisville-KY,38.300003,-85.799995,144,America/New_York,2026-05-25T22:00,8,7.7,45,0,0,66,234,1387,441,7.6,1.2,0.16
Louisville-KY,38.300003,-85.799995,144,America/New_York,2026-05-25T23:00,7.9,7.7,42,0,0,62,243,1390,445,8.5,1.3,0.16
Louisville-KY,38.300003,-85.799995,144,America/New_York,2026-05-26T00:00,7.7,7.5,40,0,0,59,239,1391,446,8.5,1.4,0.17
Louisville-KY,38.300003,-85.799995,144,America/New_York,2026-05-26T01:00,7.4,7.1,37,0,0,58,227,1391,446,7.9,1.4,0.17
Louisville-KY,38.300003,-85.799995,144,America/New_York,2026-05-26T02:00,6.9,6.7,34,0,0,56,216,1391,447,7.3,1.4,0.17
Louisville-KY,38.300003,-85.799995,144,America/New_York,2026-05-26T03:00,6.5,6.2,31,0,0,53,208,1393,450,7,1.4,0.16
Louisville-KY,38.300003,-85.799995,144,America/New_York,2026-05-26T04:00,6.1,5.8,29,0,0,50,200,1396,453,6.8,1.3,0.16
Louisville-KY,38.300003,-85.799995,144,America/New_York,2026-05-26T05:00,5.8,5.6,28,0,0,47,194,1398,455,6.6,1.2,0.16
Louisville-KY,38.300003,-85.799995,144,America/New_York,2026-05-26T06:00,5.6,5.4,26,0,0,41,193,1400,456,6.4,1.1,0.16
Louisville-KY,38.300003,-85.799995,144,America/New_York,2026-05-26T07:00,5.5,5.3,25,0,0.1,35,193,1401,455,6.2,1,0.16
Louisville-KY,38.300003,-85.799995,144,America/New_York,2026-05-26T08:00,5.5,5.3,25,0,0.55,34,192,1399,454,5.7,1,0.17
Louisville-KY,38.300003,-85.799995,144,America/New_York,2026-05-26T09:00,6,5.8,25,0,1.5,44,187,1390,452,4.8,1.3,0.17
Louisville-KY,38.300003,-85.799995,144,America/New_York,2026-05-26T10:00,6.3,6.1,25,0,2.65,60,179,1377,449,3.6,1.8,0.17
Louisville-KY,38.300003,-85.799995,144,America/New_York,2026-05-26T11:00,6.5,6.3,25,0,3.05,71,171,1367,446,2.7,2.1,0.18
Louisville-KY,38.300003,-85.799995,144,America/New_York,2026-05-26T12:00,6,5.8,25,0,2.15,72,162,1361,445,2.4,1.9,0.19
Louisville-KY,38.300003,-85.799995,144,America/New_York,2026-05-26T13:00,5.5,5.3,25,0,2.5,68,153,1357,444,2.4,1.5,0.21
Louisville-KY,38.300003,-85.799995,144,America/New_York,2026-05-26T14:00,4.6,4.5,25,0,1.85,63,146,1354,443,2.5,1.1,0.18
Louisville-KY,38.300003,-85.799995,144,America/New_York,2026-05-26T15:00,3.8,3.7,26,0,1.6,60,140,1352,442,2.4,0.9,0.16
Louisville-KY,38.300003,-85.799995,144,America/New_York,2026-05-26T16:00,3,3,27,0,1.4,57,137,1352,441,2.5,0.7,0.11
Louisville-KY,38.300003,-85.799995,144,America/New_York,2026-05-26T17:00,2.2,2.2,29,0,0.85,52,140,1352,441,3,0.6,0.1
Louisville-KY,38.300003,-85.799995,144,America/New_York,2026-05-26T18:00,2.1,2,29,0,0.5,45,155,1352,441,4.5,0.5,0.1
Louisville-KY,38.300003,-85.799995,144,America/New_York,2026-05-26T19:00,2.4,2.4,28,0,0.2,36,177,1354,440,6.6,0.4,0.11
Louisville-KY,38.300003,-85.799995,144,America/New_York,2026-05-26T20:00,3.1,3.1,26,0,0.05,30,194,1359,441,8.1,0.4,0.12
Louisville-KY,38.300003,-85.799995,144,America/New_York,2026-05-26T21:00,3,3,24,0,0,27,200,1371,443,8.8,0.4,0.12
Louisville-KY,38.300003,-85.799995,144,America/New_York,2026-05-26T22:00,2.8,2.8,21,0,0,27,202,1387,446,8.9,0.4,0.12
Louisville-KY,38.300003,-85.799995,144,America/New_York,2026-05-26T23:00,2.8,2.8,21,0,0,27,201,1399,448,8.8,0.4,0.12
Louisville-KY,38.300003,-85.799995,144,America/New_York,2026-05-27T00:00,2.6,2.6,20,0,0,27,200,1407,449,8.3,0.4,0.13
Louisville-KY,38.300003,-85.799995,144,America/New_York,2026-05-27T01:00,2.3,2.3,19,0,0,28,197,1411,450,7.5,0.4,0.13
Louisville-KY,38.300003,-85.799995,144,America/New_York,2026-05-27T02:00,2.1,2,18,0,0,29,192,1410,452,6.7,0.4,0.12
Louisville-KY,38.300003,-85.799995,144,America/New_York,2026-05-27T03:00,2,1.9,17,0,0,32,183,1398,456,6,0.4,0.13
Louisville-KY,38.300003,-85.799995,144,America/New_York,2026-05-27T04:00,1.8,1.7,16,0,0,35,171,1380,461,5.3,0.4,0.13
Louisville-KY,38.300003,-85.799995,144,America/New_York,2026-05-27T05:00,1.6,1.5,16,0,0,37,164,1368,464,4.9,0.4,0.13
Louisville-KY,38.300003,-85.799995,144,America/New_York,2026-05-27T06:00,1.4,1.4,15,0,0,35,165,1368,466,5,0.4,0.13
Louisville-KY,38.300003,-85.799995,144,America/New_York,2026-05-27T07:00,1.4,1.3,14,0,0.05,31,170,1374,467,5.4,0.4,0.13
Louisville-KY,38.300003,-85.799995,144,America/New_York,2026-05-27T08:00,1.3,1.3,15,0,0.2,30,172,1376,465,5.5,0.4,0.12
Louisville-KY,38.300003,-85.799995,144,America/New_York,2026-05-27T09:00,1.6,1.5,15,0,0.4,33,166,1369,459,5.2,0.5,0.11
Louisville-KY,38.300003,-85.799995,144,America/New_York,2026-05-27T10:00,1.5,1.5,15,0,0.9,37,157,1358,452,4.6,0.7,0.11
Louisville-KY,38.300003,-85.799995,144,America/New_York,2026-05-27T11:00,1.6,1.5,16,0,1.75,42,148,1350,446,4,0.8,0.11
Louisville-KY,38.300003,-85.799995,144,America/New_York,2026-05-27T12:00,1.3,1.3,16,0,2.3,46,142,1347,445,3.5,0.8,0.11
Louisville-KY,38.300003,-85.799995,144,America/New_York,2026-05-27T13:00,1.6,1.5,17,0,3.6,49,136,1347,445,3,0.7,0.11
Louisville-KY,38.300003,-85.799995,144,America/New_York,2026-05-27T14:00,1.8,1.7,18,0,3.65,52,133,1347,445,2.6,0.6,0.13
Louisville-KY,38.300003,-85.799995,144,America/New_York,2026-05-27T15:00,1.8,1.8,19,0,3.9,56,131,1346,443,2.3,0.6,0.11
Louisville-KY,38.300003,-85.799995,144,America/New_York,2026-05-27T16:00,2,1.9,20,0,3.3,60,132,1345,441,2.1,0.6,0.09
Louisville-KY,38.300003,-85.799995,144,America/New_York,2026-05-27T17:00,2.1,2.1,22,0,2.3,61,135,1344,439,2.3,0.6,0.09
Louisville-KY,38.300003,-85.799995,144,America/New_York,2026-05-27T18:00,2.3,2.3,23,0,1.3,59,137,1344,436,2.6,0.6,0.1
Louisville-KY,38.300003,-85.799995,144,America/New_York,2026-05-27T19:00,2.3,2.3,25,0,0.5,55,141,1344,432,3.3,0.5,0.09
Louisville-KY,38.300003,-85.799995,144,America/New_York,2026-05-27T20:00,2.7,2.7,25,0,0.1,50,162,1346,434,5.4,0.5,0.09
Louisville-KY,38.300003,-85.799995,144,America/New_York,2026-05-27T21:00,3.2,3.2,26,0,0,43,222,1352,446,10.1,0.6,0.09
Louisville-KY,38.300003,-85.799995,144,America/New_York,2026-05-27T22:00,4.9,4.8,25,0,0,36,299,1359,462,16.3,0.7,0.09
Louisville-KY,38.300003,-85.799995,144,America/New_York,2026-05-27T23:00,6.4,6.4,24,0,0,28,341,1367,473,21.5,0.8,0.09
Louisville-KY,38.300003,-85.799995,144,America/New_York,2026-05-28T00:00,7.9,7.9,23,0,0,20,312,1374,471,25.6,0.8,0.09
Louisville-KY,38.300003,-85.799995,144,America/New_York,2026-05-28T01:00,7.7,7.7,20,0,0,13,248,1381,463,28.6,0.8,0.1
Louisville-KY,38.300003,-85.799995,144,America/New_York,2026-05-28T02:00,6.7,6.7,18,0,0,9,200,1386,458,28.9,0.8,0.09
Louisville-KY,38.300003,-85.799995,144,America/New_York,2026-05-28T03:00,6.1,6.1,15,0,0,12,191,1389,462,24.2,0.8,0.1
Louisville-KY,38.300003,-85.799995,144,America/New_York,2026-05-28T04:00,6,6,13,0,0,18,197,1391,469,16.8,0.8,0.1
Louisville-KY,38.300003,-85.799995,144,America/New_York,2026-05-28T05:00,6.6,6.6,13,0,0,23,203,1391,473,10.9,0.9,0.11
Louisville-KY,38.300003,-85.799995,144,America/New_York,2026-05-28T06:00,7.7,7.6,14,0,0,24,202,1388,471,8.7,1,0.12
Louisville-KY,38.300003,-85.799995,144,America/New_York,2026-05-28T07:00,8.8,8.8,15,0,0.05,25,200,1383,465,8.1,1.2,0.14
Louisville-KY,38.300003,-85.799995,144,America/New_York,2026-05-28T08:00,9.3,9.2,17,0,0.25,29,195,1378,459,7.5,1.4,0.16
Louisville-KY,38.300003,-85.799995,144,America/New_York,2026-05-28T09:00,9.1,8.9,18,0,0.95,40,186,1372,453,6.2,1.7,0.19
Louisville-KY,38.300003,-85.799995,144,America/New_York,2026-05-28T10:00,6.6,6.2,19,1,2.15,56,173,1366,446,4.8,1.9,0.2
Louisville-KY,38.300003,-85.799995,144,America/New_York,2026-05-28T11:00,7.6,7.2,20,1,4.1,72,163,1361,441,3.6,2.1,0.2
Louisville-KY,38.300003,-85.799995,144,America/New_York,2026-05-28T12:00,8.9,8.2,21,2,6.15,89,155,1356,439,2.6,2.1,0.19
Louisville-KY,38.300003,-85.799995,144,America/New_York,2026-05-28T13:00,9.6,8.5,22,3,7.55,106,150,1352,438,1.7,2,0.19
Louisville-KY,38.300003,-85.799995,144,America/New_York,2026-05-28T14:00,10.2,8.8,26,3,7.75,118,147,1351,437,1.1,1.9,0.21
Louisville-KY,38.300003,-85.799995,144,America/New_York,2026-05-28T15:00,10.7,9.3,31,3,6.7,122,147,1353,435,0.9,1.9,0.21
Louisville-KY,38.300003,-85.799995,144,America/New_York,2026-05-28T16:00,10.7,9.3,37,2,4.95,122,150,1359,433,1,1.9,0.21
Louisville-KY,38.300003,-85.799995,144,America/New_York,2026-05-28T17:00,10.3,9.1,42,2,3.1,117,160,1367,432,1.3,1.8,0.2
Louisville-KY,38.300003,-85.799995,144,America/New_York,2026-05-28T18:00,8.9,7.9,46,2,1.7,107,185,1383,431,1.9,1.6,0.19
Louisville-KY,38.300003,-85.799995,144,America/New_York,2026-05-28T19:00,7.6,7,49,1,0.65,94,217,1401,431,2.8,1.4,0.18
Louisville-KY,38.300003,-85.799995,144,America/New_York,2026-05-28T20:00,6.7,6.3,53,1,0.15,82,218.2,1410,431,3.7,1.2,0.15
Louisville-KY,38.300003,-85.799995,144,America/New_York,2026-05-28T21:00,5.8,5.5,51,1,0,74,205.5,1413,431,4.7,1.1,0.14
Louisville-KY,38.300003,-85.799995,144,America/New_York,2026-05-28T22:00,5.2,4.9,48,0,0,68,188,1412,431,5.8,1,0.13
Louisville-KY,38.300003,-85.799995,144,America/New_York,2026-05-28T23:00,4.7,4.5,46,0,0,63,171,NaN,NaN,6.6,1,0.13
